ownerName,ownershipStatus,dataConfidenceTier,dataConfidenceScore,actionabilityGate,recordCount,protectedIpCount,legalOwnerRecordCount,breederSignalRecordCount,relevantIpRecordCount,isCompanyProfile,isParentRollup,entityLikeName,publicOrgName,companyWebsite,companyContactUrl,topCrops,topJurisdictions,candidateParent,candidateParentBasis,candidateParentEvidenceUrl,rawEvidenceRoles,rawEvidenceExamples,confidenceReasons,auditIssues,recommendedNextStep
Ricciardiello Furio,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Mango 2,US 2,,,,cpvoBreeder:2,CPVO: 2021-01-05 - Mango - Magriver - 16501793_2 (cpvoBreeder) | CPVO: 2019-06-07 - Mango - MAGRIVER - 16501793_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Romero Luis Rallo,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Olive 2,US 2,,,,cpvoBreeder:2,CPVO: 2020-10-13 - Olive - I-15 - 16602027 (cpvoBreeder) | CPVO: 2008-12-02 - Olive - Chiquitita - 11806947 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Pedro Antonio Rocha,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Pear 2,UY 2,,,,cpvoBreeder:2,CPVO: 2019-08-21 - Pear - ROCHA - 2019132 (cpvoBreeder) | CPVO: Pear - ROCHA - 30202110240243 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Tate David Frank,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Avocado 2,US 2,,,,cpvoBreeder:2,CPVO: 2018-11-06 - Avocado - Premero - 15530253_2 (cpvoBreeder) | CPVO: 2016-12-15 - Avocado - Premero - 15530253_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Lehmann Klaus Bederski,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Avocado 2,US 2,,,,cpvoBreeder:2,CPVO: 2018-10-23 - Avocado - KB1 - 15530161_2 (cpvoBreeder) | CPVO: 2016-12-06 - Avocado - KB1 - 15530161_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Rattray George,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 1 | Peach 1,US 2,,,,cpvoBreeder:1,CPVO: 2002-11-26 - Peach - Rattray - 09718542 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Esselen Leon Liepold,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Citrus 2,US 2,,,,cpvoBreeder:2,CPVO: 2018-04-10 - Citrus - Leanri - 14121419_2 (cpvoBreeder) | CPVO: 2014-09-02 - Citrus - Leanri - 14121419_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Source Citrus Genesis,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Citrus 2,QZ 2,,,,cpvoBreeder:2,CPVO: 2018-01-30 - Citrus - CLEMENBERTA - RVC20150306 (ES) (cpvoBreeder) | CPVO: Citrus - KARALATE LS - RVC20150128 (ES) (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Castillo Juan Enrique,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Raspberry 2,US 2,,,,cpvoBreeder:2,CPVO: 2018-01-09 - Raspberry - SAN RAFAEL - 14545736_2 (cpvoBreeder) | CPVO: 2015-06-11 - Raspberry - SAN RAFAEL - 14545736_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
F. Pepinieres du valois,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Walnut 1 | Apple 1,RS 2,,,,,,,,No urgent action; revisit after higher-priority profiles.
Gruber-Genetti Andreas,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,US 2,,,,cpvoBreeder:2,CPVO: 2017-01-24 - Apple - Gala Schnico Red - 14120597_2 (cpvoBreeder) | CPVO: 2014-06-06 - Apple - Gala Schnico red - 14120597_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Malleier Walter,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,US 2,,,,cpvoBreeder:2,CPVO: 2017-01-24 - Apple - Gala Schnico Red - 14120597_2 (cpvoBreeder) | CPVO: 2014-06-06 - Apple - Gala Schnico red - 14120597_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Viveros Mario,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Almond 2,US 2,,,,cpvoBreeder:2,CPVO: 2016-11-15 - Almond - Kester - 13999776_2 (cpvoBreeder) | CPVO: 2014-03-19 - Almond - Kester - 13999776_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
I. Berryplant,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Raspberry 2,RS 2,,,,cpvoBreeder:2,CPVO: 2013-04-16 - Raspberry - BP1 - 2013089 (cpvoBreeder) | CPVO: 2009-04-06 - Rubus - BP 1 - HMB 00148 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Schiappacasse Macchiavello Alfredo,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Avocado 2,US 2,,,,cpvoBreeder:2,CPVO: 2016-06-07 - Avocado - Flavia - 13815426_2 (cpvoBreeder) | CPVO: 2013-02-28 - Avocado - Flavia - 13815426_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Joe E. Silva,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,US 2,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP29265,breeder:1 | inventor:1,"USPTO: 2018-05-01 - Citrus-Lime - Silva’s Seedless - USPP 29,265 (breeder, inventor)",,,No urgent action; revisit after higher-priority profiles.
Martinavarro Fernando Ballester,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Citrus 2,US 2,,,,cpvoBreeder:2,CPVO: 2016-03-22 - Citrus - GCM 305 - 13986574_2 (cpvoBreeder) | CPVO: 2013-05-16 - Citrus - GCM 305 - 13986574_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Park Jaeho,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Citrus 2,US 2,,,,cpvoBreeder:5,CPVO: 2022-06-09 - Citrus - Minimon - 102018000640 (cpvoBreeder) | CPVO: 2020-05-29 - Citrus - Winterprince - 102017000298 (cpvoBreeder) | CPVO: 2018-02-27 - Citrus - Hayangjosaeng - 102015000422 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Kim Minju,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Citrus 2,US 2,,,,cpvoBreeder:11,CPVO: 2024-06-12 - Citrus - Joeunwegam - 102021000289 (cpvoBreeder) | CPVO: 2024-05-14 - Citrus - Miraehyang - 102022000014 (cpvoBreeder) | CPVO: 2024-05-07 - Citrus - Kumha - 102024000235 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Choi Yonghun,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Citrus 2,US 2,,,,cpvoBreeder:2,CPVO: 2016-02-02 - Citrus - TAMDO NO.3 - 14998683 (cpvoBreeder) | CPVO: 2015-10-30 - Citrus - Tamdori - 14756933 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Estación Changins,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Grape 2,UY 2,,,,cpvoBreeder:2,CPVO: 2015-10-30 - Grape - GAMARET N - 2015193 (cpvoBreeder) | CPVO: Grape - GAMARET N - 30202110240698 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Johnson Abigail Wendy,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Strawberry 2,US 2,,,,cpvoBreeder:2,CPVO: 2014-06-03 - Strawberry - Buddy - 13573192_2 (cpvoBreeder) | CPVO: 2012-08-29 - Strawberry - Buddy - 13573192_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Nikolenko Viktor GRIGOR'EVICh,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Grape 2,RU 2,,,,cpvoBreeder:2,CPVO: 2014-04-08 - Grape - KRONA - 64021 (cpvoBreeder) | CPVO: 2014-04-08 - Grape - KAPSEL'SKIJ BELYJ - 64020 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
ERShOV Leonid ALEKSEEVICh,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Pear 1 | Grape 1,RU 2,,,,cpvoBreeder:1,CPVO: 2014-04-04 - Pear - NADEZhDA STEPI - 23150 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Volodymyr Kopan,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Pear 2,QZ 1 | US 1,,,,cpvoBreeder:1,CPVO: 2013-06-26 - Pear - ROKSOLANA - 1017666.0 (FR) (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
J.Femenia Catala,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Citrus 2,QZ 1 | ES 1,,,,cpvoBreeder:2,CPVO: 2011-07-14 - Citrus - LORETINA - RVC19990345 (ES)_CITRU_CLE_LORETINA (cpvoBreeder) | CPVO: 2011-07-14 - Citrus - LORETINA - 19990345 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Inia/V.Hernandez,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Citrus 2,ES 1 | QZ 1,,,,cpvoBreeder:2,CPVO: 2010-10-20 - Citrus - HERNANDINA - 19180021 (cpvoBreeder) | CPVO: 2010-10-20 - Citrus - HERNANDINA - RVC19180021 (ES)_CITRU_CLE_HERNANDINA (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
OKITSU FRUIT TREE RESEARC,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Citrus 2,ES 1 | QZ 1,,,,cpvoBreeder:2,CPVO: 2010-03-08 - Citrus - KIYOMI - 19990420 (cpvoBreeder) | CPVO: 2010-03-08 - Citrus - KIYOMI - RVC19990420 (ES)_CITRU_KIYOMI (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Jack Reich Ii,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Strawberry 2,HU 1 | US 1,,,,cpvoBreeder:2,CPVO: 2002-06-17 - Strawberry - Seneca - 19990363 (cpvoBreeder) | CPVO: 2001-02-26 - Strawberry - SENECA - 33703 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Vladislav Ognjanov,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,1,False,False,False,False,,,Peach 1 | Cherry-Tart 1,US 2,,,,breeder:1 | inventor:1,"USPTO: 2016-02-01 - Cherry-Tart - Prima - HortScience 51(2):202-205 (breeder, inventor)",,,No urgent action; revisit after higher-priority profiles.
Jeollabuk-do,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Pear 2,US 2,,,,breeder:3 | inventor:3,"USPTO: 2025-06-20 - Plum - Jelly Heart (젤리하트) - HortScience 60(7):1164-1166 (breeder, inventor) | USPTO: 2018-03-02 - Pear - Hanareum (한아름) - CA PBR 5675 (revoked 2023-03-02) (breeder, inventor) | USPTO: 2018-03-02 - Pear - Josengwhangkeum (조생황금 = “Early Life Golden [ck]”) - CA PBR 5676 (revoked 2023-03-02) (breeder, inventor)",,,No urgent action; revisit after higher-priority profiles.
Naik GyKI Cegléd,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apricot 2,HU 2,,,,cpvoBreeder:2,CPVO: 2018-12-13 - Apricot - Gönci 83 - 470014 (cpvoBreeder) | CPVO: 2018-12-13 - Apricot - Denomination not available - 470023 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Vivero El Amanecer,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Almond 2,UY 2,,,,cpvoBreeder:2,CPVO: 2015-11-24 - Almond - FERRAGNES - 2015200 (cpvoBreeder) | CPVO: 2015-11-24 - Almond - FERRADUEL - 2015199 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Manuel Porcar Bigorra,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Citrus 2,QZ 2,,,,cpvoBreeder:4,CPVO: 2015-04-25 - Citrus - CLEMENCAR - 20064694 (cpvoBreeder) | CPVO: 2015-04-25 - Citrus - CLEMENCAR - RVP20064694 (ES) (cpvoBreeder) | CPVO: 2014-12-26 - Citrus - CLEMENCAR - 20070111 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Vicente Porcar Bigorra,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Citrus 2,QZ 2,,,,cpvoBreeder:4,CPVO: 2015-04-25 - Citrus - CLEMENCAR - 20064694 (cpvoBreeder) | CPVO: 2015-04-25 - Citrus - CLEMENCAR - RVP20064694 (ES) (cpvoBreeder) | CPVO: 2014-12-26 - Citrus - CLEMENCAR - 20070111 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Nussbaumer Werner,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,US 2,,,,cpvoBreeder:2,CPVO: 2015-03-31 - Apple - Stark Gugger - 13815149_2 (cpvoBreeder) | CPVO: 2013-02-04 - Apple - Stark Gugger - 13815149_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Rautenbach Daniel Frederich,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Citrus 2,US 2,,,,cpvoBreeder:3,CPVO: 2021-09-03 - Citrus - CARNINKA - 003149-2018 (cpvoBreeder) | CPVO: 2014-09-30 - Citrus - Carninka - 13385675_2 (cpvoBreeder) | CPVO: 2012-02-27 - Citrus - KARNINKA - 13385675_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
DYaKOV Anatolij ANDREEVICh,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Nectarine 2,RU 2,,,,cpvoBreeder:2,CPVO: 2014-04-04 - Nectarine - MAREMI - 63915 (cpvoBreeder) | CPVO: 2014-04-04 - Nectarine - KIPARG - 63914 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Thomas B. Post,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Grape 2,US 2,,,,,,,,No urgent action; revisit after higher-priority profiles.
Momchil Topalov,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,QZ 1 | BG 1,,,,cpvoBreeder:2,CPVO: 2008-07-18 - Apple - Trakiyska kasna - 1599/6.2005 (BG) (cpvoBreeder) | CPVO: 2008-07-18 - Apple - Trakiyska kasna - 1599/6 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Hugue Daubeny,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Raspberry 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 2005-02-10 - Raspberry - TULAMEEN - 1010211.0 (FR) (cpvoBreeder) | CPVO: 2005-01-01 - Raspberry - Tulameen - 1010211 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Angela Anderson,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Raspberry 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 2005-02-10 - Raspberry - TULAMEEN - 1010211.0 (FR) (cpvoBreeder) | CPVO: 2005-01-01 - Raspberry - Tulameen - 1010211 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Joseph Burtin,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Peach 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 2005-02-10 - Peach - MAZARINE - 1008558.0 (FR) (cpvoBreeder) | CPVO: 2005-01-01 - Peach - Mazarine - 1008558 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
M. Jean-Jacques Feuillet,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 2001-06-18 - Apple - JEROMINE - 73452.0 (FR) (cpvoBreeder) | CPVO: 2001-01-01 - Apple - Jeromine - 0073452 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Hillwell Orchards,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 1993-11-18 - Apple - HIDALA - 62111.0 (FR) (cpvoBreeder) | CPVO: 1993-01-01 - Apple - Hidala - 0062111 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Schwartze Cd,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Peach 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 1991-07-01 - Peach - ZAICHEMI - 63263.0 (FR) (cpvoBreeder) | CPVO: 1991-01-01 - Peach - Zaichemi - 0063263 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Atsushi Dkada,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 1987-04-21 - Apple - NEW JONAGOLD - 57292.0 (FR) (cpvoBreeder) | CPVO: 1987-01-01 - Apple - New Jonagold - 0057292 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Inst. Za Vocarstvo,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Raspberry 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 1979-06-22 - Raspberry - GRADINA - 53490.0 (FR) (cpvoBreeder) | CPVO: 1979-01-01 - Raspberry - Gradina - 0053490 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Cave George,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 1970-08-06 - Apple - GEORGES CAVE - 91454.0 (FR) (cpvoBreeder) | CPVO: 1970-01-01 - Apple - Georges Cave - 0091454 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Van Sent V.Whipple,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 1967-05-03 - Apple - RED GRAVENSTEIN - 91471.0 (FR) (cpvoBreeder) | CPVO: 1967-01-01 - Apple - Red Gravenstein - 0091471 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Flory David,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 1961-07-26 - Apple - WINTER BANANA - 91483.0 (FR) (cpvoBreeder) | CPVO: 1961-01-01 - Apple - Winter Banana - 0091483 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Van Mons,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,QZ 1 | FR 1,,,,cpvoBreeder:3,CPVO: 2000-12-22 - Plum - Belle de Louvain - 133326 (cpvoBreeder) | CPVO: 1961-07-26 - Apple - REINETTE BAUMANN - 91473.0 (FR) (cpvoBreeder) | CPVO: 1961-01-01 - Apple - Reinette Baumann - 0091473 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Arnold Charles,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 1961-07-26 - Apple - ONTARIO - 91466.0 (FR) (cpvoBreeder) | CPVO: 1961-01-01 - Apple - Ontario - 0091466 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Intosh Mac,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 1961-07-26 - Apple - MAC INTOSH - 91409.0 (FR) (cpvoBreeder) | CPVO: 1961-01-01 - Apple - Mac Intosh - 0091409 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Guichenuy Et Demasson,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,QZ 1 | FR 1,,,,cpvoBreeder:2,CPVO: 1961-07-26 - Apple - CASSOU - 91443.0 (FR) (cpvoBreeder) | CPVO: 1961-01-01 - Apple - Cassou - 0091443 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Hjeltnes Stein Harald,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Pear 2,US 2,,,,cpvoBreeder:2,CPVO: 2015-02-17 - Pear - CELINA - 13694445_2 (cpvoBreeder) | CPVO: 2012-12-04 - Pear - CELINA - 13694445_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Kempapidis Vasileios,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Pear 2,GR 2,,,,cpvoBreeder:2,CPVO: 2014-08-04 - Pear - Sissy - 100593 (cpvoBreeder) | CPVO: 2014-08-04 - Pear - SISSY - 100593 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Brewer Lester Raymond,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Pear 2,US 2,,,,cpvoBreeder:2,CPVO: 2014-07-29 - Pear - PremP33 - 13136644_2 (cpvoBreeder) | CPVO: 2011-08-04 - Pear - PREMP33 - 13136644_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Pflum Julius,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Avocado 2,US 2,,,,cpvoBreeder:2,CPVO: 2013-09-10 - Avocado - Mill Pflum's Best - 13374409_2 (cpvoBreeder) | CPVO: 2011-12-27 - Avocado - Pflum's Best - 13374409_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Crowe A. David,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,1,False,False,False,False,,,Prunus 1 | Apple 1,US 2,,,,cpvoBreeder:1,CPVO: 2009-03-10 - Apple - Masonova - 11725127 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Dorsey Charlie,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Avocado 2,US 2,,,,cpvoBreeder:2,CPVO: 2013-04-30 - Avocado - Buck 3 - 12925213_2 (cpvoBreeder) | CPVO: 2010-10-18 - Avocado - Late harvest avocado - 12925213_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Fairlie Jane,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Blackberry 2,US 2,,,,cpvoBreeder:2,CPVO: 2013-03-26 - Blackberry - Reuben - 12928424_2 (cpvoBreeder) | CPVO: 2010-12-10 - Blackberry - Reuben - 12928424_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
I. Crpv,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Cherry-Sweet 2,RS 2,,,,,,,,No urgent action; revisit after higher-priority profiles.
Camilo Anisio Pedro,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,US 2,,,,cpvoBreeder:3,CPVO: 2016-01-06 - Apple - MONALISA - 20553 (cpvoBreeder) | CPVO: 2012-09-04 - Apple - Monalisa - 12931845_2 (cpvoBreeder) | CPVO: 2011-02-11 - Apple - MONALISA - 12931845_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Hoddy Richard John Raymond,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,US 2,,,,cpvoBreeder:2,CPVO: 2012-08-28 - Apple - Southfield - 12931861_1 (cpvoBreeder) | CPVO: 2011-02-10 - Apple - SOUTHFIELD - 12931861_2 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Buck Stephanie,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,US 2,,,,cpvoBreeder:2,CPVO: 2012-08-14 - Apple - Premier Star - 12807537_2 (cpvoBreeder) | CPVO: 2010-09-07 - Apple - PREMIER STAR - 12807537_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Maddalena Grisenti Maria,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Raspberry 2,US 2,,,,cpvoBreeder:2,CPVO: 2012-01-17 - Raspberry - BP1 - 12800021_2 (cpvoBreeder) | CPVO: 2010-05-06 - Raspberry - BP1 - 12800021_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Ludvik Vaclav,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Cherry-Sweet 2,US 2,,,,cpvoBreeder:2,CPVO: 2011-11-15 - Cherry-Sweet - Korvik - 12460904_2 (cpvoBreeder) | CPVO: 2009-07-23 - Cherry-Sweet - Korvik - 12460904_1 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
F. Snc Elaris,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,RS 2,,,,,,,,No urgent action; revisit after higher-priority profiles.
B. Jomobel,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Apple 2,RS 2,,,,,,,,No urgent action; revisit after higher-priority profiles.
Fontaine-Tranchant Maurice,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Grape 2,FR 2,,,,cpvoBreeder:2,CPVO: 2010-01-01 - Grape - De couston - 1028391 (cpvoBreeder) | CPVO: 2010-01-01 - Grape - Couston - 1028391 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
Ivanov Jordan,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Grape 2,RU 2,,,,cpvoBreeder:2,CPVO: 2009-01-12 - Grape - MUSKAT AKSAJSKIJ - 27112 (cpvoBreeder) | CPVO: 2002-01-25 - Grape - DRUZhBA - 37882 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
VYLChEV Vasil,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Grape 2,RU 2,,,,cpvoBreeder:2,CPVO: 2009-01-12 - Grape - MUSKAT AKSAJSKIJ - 27112 (cpvoBreeder) | CPVO: 2002-01-25 - Grape - DRUZhBA - 37882 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
ChEBANENKO EVGENIYa Pavlovna,breeder_only_signal,unverified,15,triage_queue,2,0,0,2,2,False,False,False,False,,,Grape 2,RU 2,,,,cpvoBreeder:2,CPVO: 2009-01-12 - Grape - ARKADIYa - 25859 (cpvoBreeder) | CPVO: 1996-01-23 - Grape - IL'IChEVSKIJ RANNIJ - 21263 (cpvoBreeder),,,No urgent action; revisit after higher-priority profiles.
