ownerName,candidateParent,candidateParentBasis,candidateParentEvidenceUrl,dataConfidenceTier,dataConfidenceScore,actionabilityGate,auditPriority,recordCount,legalOwnerRecordCount,breederSignalRecordCount,topCrops,topJurisdictions,rawEvidenceRoles,rawEvidenceExamples,recommendedNextStep
J.H. Kwon .,"Fruit Research Division, National Institute of Horticultural & Herbal Science, Wanju, South Korea","USPTO breeder string contains entity hint 'Fruit Research Division, National Institute of Horticultural & Herbal Science, Wanju, South Korea'.",,unverified,15,holder_verification_required,low,3,0,3,Peach 2 | Nectarine 1,QZ 2 | US 1,breeder:1 | inventor:1,"USPTO: 2024-01-04 - Nectarine - Sweet Queen - HortScience 59(2):164-166 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
Eun Young Nam,"Fruit Research Division, National Institute of Horticultural & Herbal Science","USPTO breeder string contains entity hint 'Fruit Research Division, National Institute of Horticultural & Herbal Science'.",,unverified,15,holder_verification_required,low,3,0,3,Peach 2 | Prunophora Hybrid-Plumcot 1,QZ 2 | US 1,breeder:1 | inventor:1 | cpvoBreeder:2,"USPTO: 2016-10-01 - Prunophora Hybrid-Plumcot - Tiffany - HortScience 51(10):1304-1307 (breeder, inventor) | CPVO: 2017-01-17 - Peach - Yumi - 20170171 (cpvoBreeder) | CPVO: 2017-01-17 - Peach - Yoomi - 20170171 (cpvoBreeder)",No urgent action; revisit after higher-priority profiles.
Ted DeJong,University of California,USPTO breeder string contains entity hint 'University of California'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP35727,unverified,15,holder_verification_required,low,3,0,3,Plum 3,US 2 | AU 1,breeder:2 | inventor:2,"USPTO: 2024-04-09 - Plum - UC G2S-8 - USPP 35,727 (breeder, inventor) | USPTO: 2020-03-01 - Plum - Solano Gold - UC Davis (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
"Nursery, Silverton, OR","Fall Creek Nursery, A. Wagner","USPTO breeder string contains entity hint 'Fall Creek Nursery, A. Wagner'.",https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP36348,unverified,15,legal_entity_profile_needed,low,3,0,3,Blueberry 3,US 3,breeder:4 | inventor:4,"USPTO: 2026-03-31 - Blueberry - OBG-16252 - USPP 36,348 (breeder, inventor) | USPTO: 2016-06-07 - Blueberry - OBF0604 (0604) - USPP 26,796 (breeder, inventor) | USPTO: 2016-06-07 - Blueberry - OBF0622 (0622) - USPP 26,795 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
Kimberly S. Lewers,USDA Agricultural Research Service,USPTO breeder string contains entity hint 'USDA Agricultural Research Service'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP36100,unverified,15,holder_verification_required,low,3,0,3,Strawberry 3,US 3,breeder:1 | inventor:1,"USPTO: 2024-09-10 - Strawberry - USDA Lumina - USPP 36,100 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
S. Pluta,"Fruit Breeding Department, Research Institute of Horticulture, Skierniewice, Poland","USPTO breeder string contains entity hint 'Fruit Breeding Department, Research Institute of Horticulture, Skierniewice, Poland'.",https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP27063,unverified,15,holder_verification_required,low,3,0,3,Currant-Black 3,US 3,breeder:3 | inventor:3,"USPTO: 2016-08-16 - Currant-Black - Gofert - USPP 27,063 (breeder, inventor) | USPTO: 2016-08-16 - Currant-Black - Polares - USPP 27,061 (breeder, inventor) | USPTO: 2016-08-16 - Currant-Black - Tihope - USPP 27,062 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
Timothy D. Wood,"Spring Meadow Nursery, Grand Haven, MI","USPTO breeder string contains entity hint 'Spring Meadow Nursery, Grand Haven, MI'.",https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP36807,unverified,15,holder_verification_required,low,3,0,3,Currant-Clove 1 | Elderberry-Ornamental 1 | Currant 1,US 3,breeder:2 | inventor:2,"USPTO: 2025-07-08 - Currant-Clove - SMROCS - USPP 36,807 (breeder, inventor) | USPTO: 2016-04-19 - Elderberry-Ornamental - SMNSRD4 - USPP 26,613 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
Dick McGinnis,"McGinnis Berry Crops, Victoria, BC","USPTO breeder string contains entity hint 'McGinnis Berry Crops, Victoria, BC'.",https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP34161,unverified,15,holder_verification_required,low,3,0,3,Currant-Black 3,US 3,breeder:3 | inventor:3,"USPTO: 2022-04-26 - Currant-Black - Nicola - USPP 34,161 (breeder, inventor) | USPTO: 2018-12-25 - Currant-Black - Stikine - USPP 30,007 (breeder, inventor) | USPTO: 2016-09-30 - Currant-Black - Blackcomb - CA PBR 5345 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
ROYAL HONEY PTY LTD. ATF ROYAL HONEY IP TRUST,,,,unverified,15,legal_entity_profile_needed,low,3,0,3,Citrus 3,QZ 2 | ES 1,,,No urgent action; revisit after higher-priority profiles.
Llc Soil Culture Solutions,,,,unverified,15,legal_entity_profile_needed,low,3,0,3,Citrus Rootstock 2 | Citrus-Sweet Orange 1,US 3,,,No urgent action; revisit after higher-priority profiles.
"Pacific Berry Breeding, LLC",,,,unverified,15,legal_entity_profile_needed,low,3,0,3,Raspberry 3,PL 3,,,No urgent action; revisit after higher-priority profiles.
R.Gilg et Succ. Sa,,,,unverified,15,legal_entity_profile_needed,low,3,0,3,Grape 3,FR 3,,,No urgent action; revisit after higher-priority profiles.
Krauss (Redwood Nursery),,,,unverified,15,legal_entity_profile_needed,low,3,0,3,Peach 3,FR 2 | QZ 1,,,No urgent action; revisit after higher-priority profiles.
Zhenyu Huang .,Zhengzhou Fruit Research Institute,USPTO breeder string contains entity hint 'Zhengzhou Fruit Research Institute'.,,unverified,7,holder_verification_required,low,3,0,3,Apricot 3,US 3,breeder:3 | inventor:3,"USPTO: 2019-11-01 - Apricot - Mei Xiang - HortScience 54(11):2083-2085 (breeder, inventor) | USPTO: 2019-11-01 - Apricot - Zao Jinyan - HortScience 54(11):2083-2085 (breeder, inventor) | USPTO: 2018-12-01 - Apricot - Meishuo - HortScience 53(12):1907-1908 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
Gönnebek Hartwig Bull,,,,low,49,legal_owner_needs_company_profile,low,3,3,0,Echinacea 2 | Rudbeckia 1,US 3,,,No urgent action; revisit after higher-priority profiles.
Heemskerk Floricultura B.V.,,,,low,49,legal_owner_needs_company_profile,low,3,3,0,Phalaenopsis 3,US 3,,,No urgent action; revisit after higher-priority profiles.
Bleiswijk Anthura B.V.,,,,low,49,legal_owner_needs_company_profile,low,3,3,0,Phalaenopsis 2 | Anthurium 1,US 3,,,No urgent action; revisit after higher-priority profiles.
CAP Farms Inc,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,US 1 | CA 1,,,No urgent action; revisit after higher-priority profiles.
Croc Valley Farms (PTy) Ltd,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Citrus 2,CL 1 | GB 1,,,No urgent action; revisit after higher-priority profiles.
Westfalia Fruit Estates (Pty) Ltd,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Avocado 2,NZ 2,,,No urgent action; revisit after higher-priority profiles.
South African Avocado Grower's Association,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Avocado 2,NZ 2,,,No urgent action; revisit after higher-priority profiles.
Han Fleuren Holding B.V.,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,PL 2,,,No urgent action; revisit after higher-priority profiles.
STAR FRUITS DIFFUSION SAS,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,GB 2,,,No urgent action; revisit after higher-priority profiles.
"Andre Benjamin Lombard, ANLO FARMING AND INVESTMENTS (PTY) LTD",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Grape 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
Oregon Blueberry Farms and Nursery,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Blueberry 2,GB 2,,,No urgent action; revisit after higher-priority profiles.
Hood River Cherry Company,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Cherry-Sweet 2,US 1 | CA 1,,,No urgent action; revisit after higher-priority profiles.
Nipama Llc,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Cherry-Sweet 2,ES 1 | CL 1,,,No urgent action; revisit after higher-priority profiles.
EU Plants Limited,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Raspberry 2,QZ 2,,,No urgent action; revisit after higher-priority profiles.
Inra C/O Agri Obtentions Sa,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Pear 2,IL 1 | CH 1,,,No urgent action; revisit after higher-priority profiles.
"Mr Toshiaki Yaki, MIYOSHI CO., LTD",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Strawberry 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
PREMIER NURSERY,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Citrus 2,AR 2,cpvoBreeder:2,CPVO: 2021-11-02 - Citrus - CODE 66 75 - 014848 (cpvoBreeder) | CPVO: 2017-06-21 - Citrus - CODE 3X97 - 015677 (cpvoBreeder),No urgent action; revisit after higher-priority profiles.
"Si Hyun Kim, Hannong Bio Industry Corp",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Citrus 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
Malus bunda GmbH Herrn Aloysius Knein,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,DE 2,,,No urgent action; revisit after higher-priority profiles.
PIET SCHREURS HOLDING B.V.,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Grape 2,CO 2,,,No urgent action; revisit after higher-priority profiles.
"Ellen Thompson, Pacific Berry Breeding LLC",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Raspberry 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
"Hans Hofmann, Hofmann Sortenschutz GmbH",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
"William Dodd, David Doud, John Mitchell Lynd, Gregory Miller, Midwest Apple Improvement Association",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
Swayen Pty Ltd T/A,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,CH 2,,,No urgent action; revisit after higher-priority profiles.
"Fruit Varieties International Pty Ltd, Fruit Varieties International Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
"Dr JM Darvas, Hans Merensky Holdings (Pty) Ltd (t/a Westfalia Technological Services)",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Avocado 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
"Brian Edwards, Alan Delugar, Chris Lee & Pernell Hartley, CABP4 LIMITED",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
"Jakov P. Dulcich, Nick P. Dulcich, Peter, Dulcich, Jakov Dulcich and Sons, LLC",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Grape 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
"HOB Co. Ltd., Hokkaiso, Japan",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Strawberry 2,US 2,,,No urgent action; revisit after higher-priority profiles.
Eagleview Pty Limited,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,NZ 2,,,No urgent action; revisit after higher-priority profiles.
Pflanzen Hofmann GmbH,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,NZ 2,,,No urgent action; revisit after higher-priority profiles.
Pépinières et Roseraies Georges Delbard SAS,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,CA 2,,,No urgent action; revisit after higher-priority profiles.
Chateaux des Charmes Wines Ltd.,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Grape 2,CA 2,,,No urgent action; revisit after higher-priority profiles.
TURNERS & GROWERS FRESH LTD,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,QZ 2,,,No urgent action; revisit after higher-priority profiles.
"Lynell Brandt, Brandt's Fruit Trees Inc",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Peach 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
"Dr Don McKenzie & Mr Alan White, The Hort & Food Res Inst of NZ Ltd",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
"Dr Don McKenzie and Mr Alan White, The Hort & Food Res Ins of NZ Ltd",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
"Mr Richard Ralph Olsen and Mr Larry Martin Olsen, Olsen Brothers Ranches, Inc.",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
"GENESIS INNOVATION GROUP, S.L.",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Citrus 2,ES 1 | QZ 1,,,No urgent action; revisit after higher-priority profiles.
"Michael Dirr, Plant Introductions, Inc.",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Pomegranate 2,AU 2,,,No urgent action; revisit after higher-priority profiles.
Blue Whale Sas,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Plum 2,FR 1 | QZ 1,,,No urgent action; revisit after higher-priority profiles.
Fruit Variety International Pty Ltd,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,FR 1 | QZ 1,,,No urgent action; revisit after higher-priority profiles.
"Westfalia Fruit Estate, South African Avocado Growers Association",,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Avocado Rootstock 2,US 2,,,No urgent action; revisit after higher-priority profiles.
COLUMBIA BASIN NURSERY,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,ES 1 | IT 1,,,No urgent action; revisit after higher-priority profiles.
Ryszard Sałęga,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Hazelnut 2,PL 2,,,No urgent action; revisit after higher-priority profiles.
Walter Hauenstein Hauenstein Ag,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 1 | Raspberry 1,CH 2,,,No urgent action; revisit after higher-priority profiles.
COLUMBIA and OKANOGAN NURSERY,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,GB 2,,,No urgent action; revisit after higher-priority profiles.
Summerland Varieties Corp.,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,US 2,,,No urgent action; revisit after higher-priority profiles.
Dsp Ag,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,PL 2,,,No urgent action; revisit after higher-priority profiles.
Baumschulprodukte Herr GmbH,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,PL 2,,,No urgent action; revisit after higher-priority profiles.
Group Decosta,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,PL 2,,,No urgent action; revisit after higher-priority profiles.
Columbia Bassin Nursery,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,FR 2,,,No urgent action; revisit after higher-priority profiles.
Hauenstein Ag -. Baumschulen,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,QZ 1 | DK 1,,,No urgent action; revisit after higher-priority profiles.
Gertrud Spiegler c/o Haberli Obst und Beerenzentrum AG,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Strawberry 2,FR 2,,,No urgent action; revisit after higher-priority profiles.
TURNERS GROWERS FRESH LTD,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Strawberry 2,ES 2,,,No urgent action; revisit after higher-priority profiles.
Promo-Fruit AG S.A. Ltd. Verbreitung neuer Pflanzensorten,,,,unverified,23,legal_entity_profile_needed,low,2,0,2,Apple 2,PL 2,,,No urgent action; revisit after higher-priority profiles.
Roberto Antonio Young-Bustillo,Dole Food Company,USPTO breeder string contains entity hint 'Dole Food Company'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP36298,unverified,15,holder_verification_required,low,2,0,2,Pineapple 2,CA 1 | QZ 1,breeder:2 | inventor:2 | cpvoBreeder:2,"USPTO: 2024-12-10 - Pineapple - HND-32 - USPP 36,298 (breeder, inventor) | USPTO: 2023-02-14 - Pineapple - Dole-34 - USPP 34,973 (breeder, inventor) | CPVO: 2025-07-25 - Pineapple - HND-32 - 23/925 (cpvoBreeder)",No urgent action; revisit after higher-priority profiles.
S.P. Cuevas Hernandez,Driscoll's,"USPTO breeder string contains entity hint ""Driscoll's"".",https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37297,unverified,15,holder_verification_required,low,2,0,2,Strawberry 2,US 2,breeder:2 | inventor:2,"USPTO: 2026-03-03 - Strawberry - DrisStrawOneHundredEleven - USPP 37,297 (breeder, inventor) | USPTO: 2026-03-03 - Strawberry - DrisStrawOneHundredTwelve - USPP 37,298 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
M.A. Thorpe,University of California,USPTO breeder string contains entity hint 'University of California'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP26871,unverified,15,holder_verification_required,low,2,0,2,Peach 2,US 2,breeder:1 | inventor:1,"USPTO: 2016-06-28 - Peach - Kader - USPP 26,871 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
Oxana Eremin,"Krymsk Experimental Breeding Station, Krymsk, Krasnodar Region, Russia","USPTO breeder string contains entity hint 'Krymsk Experimental Breeding Station, Krymsk, Krasnodar Region, Russia'.",,unverified,15,holder_verification_required,low,2,0,2,Prunus 1 | Cherry-Tart 1,US 2,breeder:2 | inventor:2 | cpvoBreeder:1,"USPTO: 2025-08-15 - Cherry Rootstock - RVL-4 (РВЛ 4) - USPPA 19/301,524 (breeder, inventor) | USPTO: 2025-07-21 - Cherry Rootstock - RVL-4 (РВЛ 4) - USPVP 202400442 (breeder, inventor) | CPVO: 2025-07-21 - Cherry-Tart - RVL-4 - 202400442 (cpvoBreeder)",No urgent action; revisit after higher-priority profiles.
Christopher Owens,International Fruit Genetics,USPTO breeder string contains entity hint 'International Fruit Genetics'.,,unverified,15,holder_verification_required,low,2,0,2,Grape 2,US 2,breeder:2 | inventor:2,"USPTO: 2026-05-19 - Grape - BLOMG05 - USPVPA 202600520 (breeder, inventor) | USPTO: 2025-05-13 - Grape - BLOMG05 - USPP 36,664 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
Oxana Eremina,"Krymsk Experimental Breeding Station, Krymsk, Krasnodar Region, Russia","USPTO breeder string contains entity hint 'Krymsk Experimental Breeding Station, Krymsk, Krasnodar Region, Russia'.",,unverified,15,holder_verification_required,low,2,0,2,Cherry Rootstock 2,US 2,breeder:2 | inventor:2,"USPTO: 2025-08-15 - Cherry Rootstock - RVL-4 (РВЛ 4) - USPPA 19/301,524 (breeder, inventor) | USPTO: 2025-07-21 - Cherry Rootstock - RVL-4 (РВЛ 4) - USPVP 202400442 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
"Nursery, USA",,,,unverified,15,legal_entity_profile_needed,low,2,0,2,Blueberry 2,RS 2,,,No urgent action; revisit after higher-priority profiles.
Mr Joseph RULLO c/o CHERRY ROYALE PTY LTD,,,,unverified,15,legal_entity_profile_needed,low,2,0,2,Cherry-Sweet 2,QZ 1 | FR 1,,,No urgent action; revisit after higher-priority profiles.
Ad. Mclean Investments Pty. Ltd,,,,unverified,15,legal_entity_profile_needed,low,2,0,2,Apple 2,QZ 1 | FR 1,,,No urgent action; revisit after higher-priority profiles.
"Sons Nursery, Mission, BC",,,,unverified,15,legal_entity_profile_needed,low,2,0,2,Blueberry 2,US 2,breeder:2 | inventor:2,"USPTO: 2016-08-30 - Blueberry - Vacsid15 - CA PBR 5321 (breeder, inventor) | USPTO: 2016-08-30 - Blueberry - Vacsid22 - CA PBR 5322 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
Yayla Filiz Fid. ic-Dis Tic. ve San. Ltd.sti.,,,,unverified,15,legal_entity_profile_needed,low,2,0,2,Apple 2,UY 2,,,No urgent action; revisit after higher-priority profiles.
NEW FRUIT SAS DI RAGGI G.,,,,unverified,15,legal_entity_profile_needed,low,2,0,2,Strawberry 2,QZ 1 | ES 1,,,No urgent action; revisit after higher-priority profiles.
"SANTO RECUPERO,GIUSEPPE RUSSO,GIUSEPPE REFORGIATO RECUPERO,CITRICOM IP (PTY) LTD.",,,,unverified,15,legal_entity_profile_needed,low,2,0,2,Citrus 2,QZ 2,,,No urgent action; revisit after higher-priority profiles.
"Vinson Ltd., E., Faversham, Kent, GB",,,,unverified,15,legal_entity_profile_needed,low,2,0,2,Strawberry 2,NL 2,,,No urgent action; revisit after higher-priority profiles.
"Pioneer Nursery, 800 N. Chester, Bakersfield, CA 93308",,,,unverified,15,legal_entity_profile_needed,low,2,0,2,Pistachio 2,US 2,,,No urgent action; revisit after higher-priority profiles.
Llc Gjh,,,,unverified,15,legal_entity_profile_needed,low,2,0,2,Citrus 2,QZ 2,,,No urgent action; revisit after higher-priority profiles.
FONT SANTA SOCIEDAD RURAL MENORQUINA,,,,unverified,15,legal_entity_profile_needed,low,2,0,2,Olive 2,QZ 2,,,No urgent action; revisit after higher-priority profiles.
Duan Wang .,"Shijiazhuang Fruit Research Institute, Hebei Academy of Agriculture and Forestry Sciences, Shijiazhuang, China","USPTO breeder string contains entity hint 'Shijiazhuang Fruit Research Institute, Hebei Academy of Agriculture and Forestry Sciences, Shijiazhuang, China'.",,unverified,7,holder_verification_required,low,2,0,2,Apricot 2,US 2,breeder:2 | inventor:2,"USPTO: 2025-11-24 - Apricot - Jimeihong (冀美红) - HortScience 60(12):2427-2429 (breeder, inventor) | USPTO: 2025-11-24 - Apricot - Jiyanhong (冀胭红) - HortScience 60(12):2427-2429 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
Berrytech Srl,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37347,medium,61,legal_owner_needs_company_profile,low,2,2,0,Strawberry 1 | Raspberry 1,US 2,assignee:2,"USPTO: 2026-03-31 - Strawberry - BTSB One - USPP 37,347 (assignee) | USPTO: 2025-10-14 - Raspberry - BT RasSeven - USPP 37,013 (assignee)",No urgent action; revisit after higher-priority profiles.
"Early Morning LLC, Greendale, IN",,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37484,medium,61,legal_owner_needs_company_profile,low,2,2,0,Peony 1 | Grape 1,US 2,assignee:2,"USPTO: 2026-06-25 - Peony - RTPIV 791-28 - PP37484 (assignee) | USPTO: 2026-02-24 - Grape - JB 12-24-E4-12 - USPP 37,281 (assignee)",No urgent action; revisit after higher-priority profiles.
"AGV Innovation & Varieties LLC, Los Angeles, CA",,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37457,medium,61,legal_owner_needs_company_profile,low,2,2,0,Blackberry 2,US 2,assignee:2,"USPTO: 2026-06-09 - Blackberry - AGV-22 - PP37457 (assignee) | USPTO: 2024-08-23 - Blackberry - AGV-22 - USPP 37,457 (assignee)",No urgent action; revisit after higher-priority profiles.
"W. KORDES' SÖHNE Rosenschulen GmbH & Co KG, Klein Offenseth-Sparrieshoop",,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37421,medium,61,legal_owner_needs_company_profile,low,2,2,0,Orange 1 | Apricot 1,US 2,assignee:2,USPTO: 2026-05-12 - Orange - KORpot139 - PP37421 (assignee) | USPTO: 2025-09-02 - Apricot - KORpanimar - PP36906 (assignee),No urgent action; revisit after higher-priority profiles.
Biancheri Creazioni Societa' Semplice Agricola,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37521,low,49,legal_owner_needs_company_profile,low,2,2,0,Ranunculus 2,US 2,assignee:2,USPTO: 2026-07-14 - Ranunculus - AB LATONIN - PP37521 (assignee) | USPTO: 2026-07-07 - Ranunculus - AB TEPEYO - PP37512 (assignee),No urgent action; revisit after higher-priority profiles.
"Pinedo Nursery, Ontario, CA",,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37478,low,49,legal_owner_needs_company_profile,low,2,2,0,Lemon 1 | Natal Plum–Ornamental 1,US 2,breeder:1 | inventor:1,"USPTO: Natal Plum–Ornamental - Lemon Twist - USPP 37,478 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
Grapa Global Llc,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Grape 1,UA 1,,,No urgent action; revisit after higher-priority profiles.
"Sunshine Horticultural Services Pty Ltd, Horticulture Innovation Australia Ltd, and George Hulme Green",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Avocado 1,US 1,,,No urgent action; revisit after higher-priority profiles.
FLYING DRAGON NURSERY LIMITED,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Citrus 1,NZ 1,,,No urgent action; revisit after higher-priority profiles.
Fresas Nuevos Materiales SA. El Rompido.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,AR 1,,,No urgent action; revisit after higher-priority profiles.
"Moguer Cuna de Platero, Sociedad Cooperativa Andaluza (S.C.A), Spain",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Blueberry 1,RS 1,,,No urgent action; revisit after higher-priority profiles.
"Moguer Cuna de Platero Sociedad Cooperativa Andaluza (S.C.A), Spania",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Blueberry 1,NO 1,,,No urgent action; revisit after higher-priority profiles.
Berryplasma World Llc,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,QZ 1,,,No urgent action; revisit after higher-priority profiles.
Nunhems Bv- Uberlandia,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,AR 1,,,No urgent action; revisit after higher-priority profiles.
MASIA CISCAR SA - FINCA LAS PALMERITAS,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,AR 1,,,No urgent action; revisit after higher-priority profiles.
"S&A Soft Fruits Ltd., Storbritannia",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,NO 1,,,No urgent action; revisit after higher-priority profiles.
Ard Llc Shachar Karniel,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Grape 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
"Changsa Yanoon BioTech Co., Ltd.",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Kiwifruit 1,US 1,,,No urgent action; revisit after higher-priority profiles.
Vissers Orchard & Nursery Inc.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,QZ 1,,,No urgent action; revisit after higher-priority profiles.
"Fruit Varieties International Pty Ltd, Australia",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,RS 1,,,No urgent action; revisit after higher-priority profiles.
"Berry World Plus Ltd, United Kingdom",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Raspberry 1,RS 1,,,No urgent action; revisit after higher-priority profiles.
Northwest Plant Co. LLC,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Raspberry 1,CA 1,,,No urgent action; revisit after higher-priority profiles.
Sunstar Nurseries Ltd.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,CA 1,,,No urgent action; revisit after higher-priority profiles.
"Alan McLean, AD McLean Investments Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
