breederName,companyName,relationshipType,identityConfidence,relationshipConfidence,status,patentAssigneeCount,coListedEntityCount,cultivarMatchCount,directEvidenceCount,directEvidenceShare,rightsBasis,basis,source
Uquillas Carolina,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Uquillas Herrera,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Ura Hiroyuki,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Urasaki Naoya,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Uri Lavi,David Sa'adda,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Uri Lavi-Gefel,David Sa'adda,breeding-program association,high,high,verified_relationship,0,4,1,4,0.8,none,4 co-listed breeder/entity records; 1 same-cultivar records,record-derived affiliation graph
Uri Lavie,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Urmanov RUSTYaM RAISOVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Urushima Mina,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Usa A.D. Dreper,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Usa Gregory Bros,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Usa Michigan State Universyty,Michigan State University,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Usa Patric P.Moore,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Usa Scot W. Adams,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Usami Reiko,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Usatov Vladimir TROFIMOVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Usatov Volodymyr Trokhymovych,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Ushijima Kosaku,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Ushio Sakazaki,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Ushiya Miyokichi,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Ushiyama Kinji,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Usov Aleksandr GRIGOR'EVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Usov Oleksandr Hryhorovych,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
USTYuZhANINA TAT'YaNA Borisovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Usuda Akira,Nagano Prefectural Fruit Tree Experiment Station,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Usugi Mariko,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Utatsu Hisao,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Ute Nenufares Aires Libres,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Utsunomiya Naoki,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Utsunomiya Takayuki,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Uwabe Akihiro,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Uwe Schwitzky,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
V. Bozhkova,Institute of Fruit Crops-Plovdiv,breeding-program association,medium,low,review_required,0,0,2,0,0.0,none,2 same-cultivar records,record-derived affiliation graph
V. G. McGuigan,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
V. Haygarov,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
V. Langford,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
V. Tsvetkov,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
V.Raga,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
V.Trajkovski,Swedish University of Balsgard Dept. of Horticultural Plant Breeding,breeding-program association,medium,low,review_required,0,0,3,0,0.0,none,3 same-cultivar records,record-derived affiliation graph
V.Trajkovskis,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
V.Trajkovskis.I.Gravite,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vahan Apkarian,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vahan Mkhalian,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vakulenko N.I.,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Valda Laugale,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Valdero Tom,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Valentin Blattner,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Valentine Moore,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Valentino Bovo,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Valentín Melero Meraz,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Valerii Chepurnyi,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Valla Georges,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Valter Nencetti,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Valverde Caballero Pedro,Todolivo S.L.,breeding-program association,high,low,review_required,0,0,2,0,0.0,none,2 same-cultivar records,record-derived affiliation graph
Valérie Fouillet,Dalival / IFO,breeding-program association,high,low,review_required,0,0,7,0,0.0,none,7 same-cultivar records,record-derived affiliation graph
van der Stukken,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Van Der Stukken Andre',,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Van Der Stukken-Nijns,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Van Der Velpen Luk,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Van Der Voorde Marcel,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Van Doorn J.H.,GOEIE PEER BV,breeding-program association,medium,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Van Gorsel Fruithof,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Van Laer Paul,HEVERLEE - BETTERFRUIT N.V.,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Van Mons,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
van Nijnatten Andre F.,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Van Sent V.Whipple,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Van Son,Koot B.V.,breeding-program association,high,low,review_required,0,1,0,1,1.0,none,1 co-listed breeder/entity records,record-derived affiliation graph
Vance M. Whitaker,Florida Foundation Seed Producers,breeding-program association,medium,low,review_required,0,0,5,0,0.0,none,5 same-cultivar records,record-derived affiliation graph
Vandepoel-Beeten,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vander Stukken Hyns,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vandewall V.O.F.,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
VANIChEVA Svetlana Georgievna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vanina LYuDMILA Sergeevna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vantini Gianantonio,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vantini Nerio,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vantini Sergio,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vardi Aliza,ARO Volcani Citrus Breeding,breeding-program association,high,low,review_required,0,0,9,0,0.0,none,9 same-cultivar records,record-derived affiliation graph
Varduni TAT'YaNA Viktorovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Varga A.,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vargas Freddy,Del Monte International GmbH,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Variedad De Conservación,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Varietal Base,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Varios Obtentores,IVIA,breeding-program association,high,low,review_required,0,0,8,0,0.0,none,8 same-cultivar records,record-derived affiliation graph
Varios Obtentores Fresa,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vartan T. Apkarian,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
VARTAPETYaN Valentina Vasil'Evna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vashdi Shmuel,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vasil S. Georgiev,Institute of Fruit Crops-Kyustendil,breeding-program association,medium,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Vasil Y. Valchev,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vasil'Eva Valentina Nesterovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vasilenko TAISIYa Stepanovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vasilevskij Ivan NIKOLAEVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vasilios Kempapidis,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vasiliy Dzhuvinov,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vasiuta Svitlana Oleksandrivna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vassilis Mikos,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vasylenko Viktoriia Ivanivna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vasylyk Irina Aleksandrovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vaulina SOF'Ya Pavlovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vavilov Adol'F SEMENOVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Veb Saat und Pflanzgut,DEMOL PEPINIERES S.A.,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Vecher William,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vehov YuRIJ KONSTANTINOVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Velazquez Cesar,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
VELENChUK LILIYa Evgenievna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Velika Plana Superior,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Venelin Roychev,Agricultural University - Plovdiv (BG),breeding-program association,high,high,verified_relationship,0,7,7,7,1.0,none,7 co-listed breeder/entity records; 7 same-cultivar records,record-derived affiliation graph
Vera Maria Quecini,Midwest Apple Improvement Association,breeding-program association,high,low,review_required,0,1,1,1,1.0,none,1 co-listed breeder/entity records; 1 same-cultivar records,record-derived affiliation graph
Verbeek Adrianus,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Verbeek Janus,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Verderevs`kyi Dmytro Dmytrovych,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Verderevskij Dmitrij DMITRIEVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vered Irihimovitch,ARO Volcani Citrus Breeding,public-source affiliation,high,high,verified_relationship,0,0,3,0,0.0,none,"Official ARO identity/project pages and cultivar patent assignments support the public-institute rollup, subject to current-title checks in each jurisdiction.",profile research ledger
Veresin Mihail MIHAJLOVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Verger De Parker,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Verhaegh Jacobus Johannes,Stichting Wageningen Research - Wageningen Plant Research,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Verhaert Erik,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Verna A. Compton,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vernon Langford,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vernon M. Barnett,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Verteba Aleksandr PAVLOVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Verzilin Aleksandr VASIL'EVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vetkas Interna Arturovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vic John Ciccolella,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vicente Aleixandre Alegre,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vicente Arnau Martinez,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vicente Barber Perez,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vicente Castello Fortea,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vicente Esteban,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vicente Llop Mezquita,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vicente Marti Barrachina,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vicente Porcar Bigorra,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vicenzo Babini,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vickie Shina,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Victor A. Silvera,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Victor Krahn,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Victor Manuel Benitez Bravo,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Victor Moller,Pacific Berry Breeding LLC,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Victor Serrano Altamirano .,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Victor Voth,University of California,breeding-program association,high,low,review_required,0,0,22,0,0.0,none,22 same-cultivar records,record-derived affiliation graph
Victoria Hamilton Knight,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Victoriano Recio Romera,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vikor Trajkovski,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Viksne Arvid BRENDOVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Viktor Laskavyi,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Viktorov Aleksandr SERGEEVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Viktorov Oleksandr Serhiiovych,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Villa Mayor,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vincent Andrew David Mazardis,Prunus Persica Pty Ltd,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Vincent B. Rodgers,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vincent David,OZblu / United Exports,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Vincent David Andrew Mazzardis,OZblu / United Exports,breeding-program association,high,low,review_required,0,0,21,0,0.0,none,21 same-cultivar records,record-derived affiliation graph
Vincent G. Lucas,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vincenzo Abbate,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vincenzo Ossani,Fa Vi Frut di Tarozzi Ercole & Co SNC,breeding-program association,high,low,review_required,0,0,3,0,0.0,none,3 same-cultivar records,record-derived affiliation graph
Vincenzo Roseti,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vine Carson Campbell,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vinogradova YuLIYa Konstantinovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vinson Peter Edward,Edward Vinson Limited,breeding-program association,high,low,review_required,0,0,10,0,0.0,none,10 same-cultivar records,record-derived affiliation graph
Violeta Aspeitia Echegaray,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Violetka Colova,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Viruel Cristian,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Virág Varjas,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Visani Elvio,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Visani Giuseppe,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Visontai Erzsebet,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Visser T.,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vissers America,Vissers America B.V.,breeding-program association,high,low,review_required,0,0,2,0,0.0,none,2 same-cultivar records,record-derived affiliation graph
Vissers Gerardus Teodorus Maria,VISSERS AARDBEI PLANTEN B.V.,breeding-program association,high,low,review_required,0,0,3,0,0.0,none,3 same-cultivar records,record-derived affiliation graph
Vissers Johannes Gerardus Hendrikus,VISSERS AARDBEI PLANTEN B.V.,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Vissers Leon Pieter Martien,VISSERS AARDBEI PLANTEN B.V.,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Vita Maroc,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vitkovskij Vsevolod LEONIDOVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vito Ruggiero Lacerenza,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vivaldi Gaetano Alessandro,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vivero El Amanecer,INRAE,breeding-program association,high,low,review_required,0,0,2,0,0.0,none,2 same-cultivar records,record-derived affiliation graph
Vivero René Nicolai,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Viveros Armstrong,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Viveros Asociados Chile Ltda.,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Viveros California,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Viveros California S.L.,IVIA,breeding-program association,medium,low,review_required,0,1,1,1,1.0,none,1 co-listed breeder/entity records; 1 same-cultivar records,record-derived affiliation graph
Viveros Caliplant,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Viveros De Los Barros,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Viveros Gregal,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Viveros Mario,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vladianu Doina,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vladimir Kuzmin,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vladislav Ognjanov,"University of Novi Sad, Serbia",breeding-program association,high,low,review_required,0,0,2,0,0.0,none,2 same-cultivar records,record-derived affiliation graph
Vlasov Viacheslav Vsevolodovych,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vlasova Nina Alekseevna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vnii Selekczii Plodovyx Kultur,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vogelaar Partnership,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
VOL'VACh Taras PETROVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
VOLChANSKAYa Ol'Ga Alekseevna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Volker Barth,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Volodymyr Kopan,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Volodymyr Mezhenskyj,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Vologdina Antonina Semenovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Voloshyna Varvara Volodymyrivna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
